station_id,sensor_id,"latitude (degree)","longitude (degree)",date_time,"http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -150.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -40.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -80.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -2.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -10.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -20.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -200.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -60.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -100.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -250.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -5.0 m)"
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-01-29T00:00:00Z,49.42952117919913,55.80584869384762,53.611793136596646,55.84535312652582,55.853864097595135,55.87907772064199,47.61965408325187,54.86045627593984,52.25077762603752,46.553511619567814,55.84847564697253
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-01-30T00:00:00Z,49.756901741027775,55.7187185287475,53.21903018951406,55.93637657165522,55.93736534118642,55.93776874542226,47.929583549499455,54.56992797851552,51.96220970153803,46.6670536041259,55.93765716552724
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-01-31T00:00:00Z,49.32300014495843,55.87270908355703,53.03802356719967,56.095101547241086,56.12555770874013,56.161412620544354,47.97760581970209,54.555345344543355,51.680932235717705,46.74439735412591,56.10600719451901
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-01T00:00:00Z,49.63210391998285,56.074670410156216,54.29770736694326,55.916072463989224,56.087742424011196,56.115561866760174,47.59576053619378,55.41085586547848,53.08692817687978,46.93856525421137,56.06824684143061
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-02T00:00:00Z,48.93279666900628,55.959018707275334,54.040378379821675,56.01414775848383,56.02510833740229,56.031538772582905,47.83059673309316,55.24086818695065,52.484165000915425,47.17797451019277,56.02022457122797
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-03T00:00:00Z,49.00167236328116,55.89920501708974,53.65840950012199,55.891655349731366,55.907458496093625,55.91558151245107,47.77898159027092,55.158407211303654,52.05913829803461,46.93698425292962,55.90061264038076
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-04T00:00:00Z,48.77668952941889,55.98505630493156,53.24748306274404,55.865837478637616,55.88999366760248,55.91471805572502,47.63167896270744,54.93912010192861,51.563783645629826,46.76261405944814,55.8781078338622
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-05T00:00:00Z,51.116447830200116,56.119764137267964,52.61616744995109,56.06612854003896,56.075911521911564,56.07618274688713,48.76655979156487,53.90986595153805,52.419192886352505,46.68612174987783,56.073848152160565
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-06T00:00:00Z,50.26140079498282,55.67305488586413,54.64856605529775,55.69279594421374,55.69777412414538,55.69228096008288,46.868293952941826,55.025144767761105,53.808345413207974,45.675266265869084,55.6983097076415
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-07T00:00:00Z,49.472645950317315,56.279211807250874,53.9760139465331,56.34985218048092,56.34639148712148,56.325230789184445,47.19120616912835,55.39502182006828,52.47869071960446,46.409576988220124,56.35111732482898
